Shipment ID,Order ID,Sender ID,Receiver ID,Sender Location,Receiver Location,Courier Service,Delivery Hub,Shipment Weight (kg),Distance (km),Estimated Delivery (days),Actual Delivery (days),Shipment Status,Current Location,Shipping Cost,Payment Status,Tracking Number,Customer Rating,Review Comments
SHIP171079,ORD499179,SND3581,RCV6800,Pune,Delhi,DTDC,Kolkata Hub,2.44,1130.25,6,9,In Transit,Ahmedabad,1496.02,Pending,TRK544380,,
SHIP866816,ORD251054,SND5634,RCV3058,Chennai,Hyderabad,Blue Dart,Delhi Hub,2.32,878.06,10,8,Lost,Hyderabad,1753.23,Pending,TRK339327,,
SHIP709775,ORD612579,SND9394,RCV6996,Bangalore,Pune,DTDC,Chennai Hub,14.5,225.73,5,4,In Transit,Kolkata,426.93,Paid,TRK781359,,
SHIP723104,ORD657852,SND5124,RCV3611,Ahmedabad,Bangalore,Blue Dart,Kolkata Hub,7.96,1972.96,1,4,Out for Delivery,Kolkata,551.7,Paid,TRK294206,,
SHIP268122,ORD382137,SND6201,RCV3611,Ahmedabad,Ahmedabad,FedEx,Kolkata Hub,15.52,1374.45,1,3,Lost,Ahmedabad,852.33,Pending,TRK423278,,
SHIP920568,ORD435245,SND9131,RCV8055,Chennai,Hyderabad,FedEx,Mumbai Hub,14.89,14.29,5,8,Lost,Bangalore,285.65,Failed,TRK422920,,
SHIP460779,ORD787936,SND6423,RCV5360,Chennai,Kolkata,DHL,Mumbai Hub,6.26,634.72,5,4,Delivered,Kolkata,1013.58,Failed,TRK831469,2.4,Great experience
SHIP924616,ORD910017,SND1102,RCV7914,Pune,Ahmedabad,DHL,Kolkata Hub,2.24,1569.63,6,7,Delivered,Ahmedabad,1380.34,Pending,TRK137457,3.3,Great experience
SHIP455329,ORD243105,SND9640,RCV2816,Ahmedabad,Ahmedabad,Amazon Logistics,Mumbai Hub,16.74,1257.65,9,9,Lost,Hyderabad,579.24,Paid,TRK247964,,
SHIP415949,ORD290440,SND5153,RCV9936,Chennai,Mumbai,UPS,Mumbai Hub,14.06,1153.15,10,8,Delayed,Ahmedabad,355.2,Pending,TRK925108,,
SHIP911963,ORD417210,SND7071,RCV6532,Delhi,Hyderabad,FedEx,Mumbai Hub,1.02,1885.51,6,5,Lost,Chennai,1816.43,Paid,TRK528611,,
SHIP184106,ORD899424,SND6137,RCV3178,Delhi,Bangalore,UPS,Mumbai Hub,19.24,712.21,8,7,Lost,Hyderabad,1060.69,Pending,TRK927420,,
SHIP610943,ORD739775,SND3895,RCV1455,Ahmedabad,Mumbai,UPS,Kolkata Hub,14.49,1198.61,3,5,Returned,Ahmedabad,382.81,Failed,TRK413814,,
SHIP285590,ORD806933,SND4183,RCV7464,Hyderabad,Ahmedabad,Amazon Logistics,Chennai Hub,19.16,1703.62,6,6,Delivered,Ahmedabad,1479.72,Pending,TRK452552,3.4,On-time service
SHIP976727,ORD157608,SND8032,RCV3404,Bangalore,Mumbai,Blue Dart,Chennai Hub,4.83,40.42,3,4,In Transit,Bangalore,1502.54,Paid,TRK179427,,
SHIP249226,ORD502163,SND5670,RCV9738,Bangalore,Kolkata,FedEx,Delhi Hub,5.04,1570.85,6,8,Delayed,Hyderabad,1082.11,Failed,TRK683466,,
SHIP977149,ORD709064,SND8691,RCV2444,Delhi,Mumbai,Amazon Logistics,Kolkata Hub,16.53,486.79,6,5,Returned,Mumbai,1288.6,Failed,TRK603009,,
SHIP824343,ORD831732,SND4029,RCV1733,Pune,Pune,India Post,Delhi Hub,8.21,1771.71,6,7,In Transit,Chennai,1677.53,Failed,TRK382904,,
SHIP518878,ORD517950,SND7794,RCV7806,Pune,Pune,Blue Dart,Delhi Hub,19.02,1414.55,8,10,Delayed,Mumbai,1915.05,Paid,TRK481180,,
SHIP906926,ORD554493,SND9617,RCV2582,Pune,Ahmedabad,DTDC,Bangalore Hub,15.33,465.23,4,4,Out for Delivery,Pune,836.02,Pending,TRK626234,,
SHIP652714,ORD467482,SND5864,RCV9149,Kolkata,Pune,FedEx,Chennai Hub,7.12,1259.79,10,13,Delivered,Pune,1727.65,Failed,TRK185109,1.1,Late delivery
SHIP977144,ORD887347,SND6694,RCV7848,Pune,Kolkata,FedEx,Kolkata Hub,11.44,6.17,9,10,Delayed,Chennai,1211.37,Failed,TRK572626,,
SHIP137905,ORD613527,SND1192,RCV4492,Bangalore,Mumbai,UPS,Bangalore Hub,5.46,192.81,8,8,Out for Delivery,Hyderabad,518.84,Pending,TRK211507,,
SHIP948752,ORD880506,SND8533,RCV9929,Pune,Ahmedabad,UPS,Hyderabad Hub,8.85,1867.6,1,4,Returned,Delhi,396.49,Failed,TRK318865,,
SHIP699766,ORD739067,SND4989,RCV4533,Kolkata,Pune,Blue Dart,Kolkata Hub,3.18,427.43,1,4,In Transit,Pune,1833.98,Pending,TRK420842,,
SHIP131108,ORD982201,SND3798,RCV3200,Delhi,Chennai,Blue Dart,Chennai Hub,11.52,1052.94,5,8,Out for Delivery,Bangalore,230.01,Pending,TRK418547,,
SHIP837412,ORD681988,SND6135,RCV7549,Bangalore,Bangalore,DHL,Delhi Hub,6.49,1958.09,9,7,Delayed,Kolkata,1283.62,Failed,TRK841181,,
SHIP217648,ORD197094,SND2892,RCV2440,Bangalore,Kolkata,Blue Dart,Mumbai Hub,1.44,1634.85,4,2,Lost,Hyderabad,1436.08,Pending,TRK301375,,
SHIP276103,ORD904818,SND5196,RCV1626,Chennai,Kolkata,India Post,Kolkata Hub,14.4,851.83,10,8,In Transit,Mumbai,357.48,Pending,TRK134881,,
SHIP674325,ORD950778,SND5240,RCV5276,Hyderabad,Ahmedabad,DTDC,Mumbai Hub,6.28,1689.42,3,5,Lost,Hyderabad,676.73,Paid,TRK299305,,
SHIP111187,ORD345059,SND8709,RCV1773,Hyderabad,Chennai,DHL,Mumbai Hub,10.38,521.51,10,10,In Transit,Kolkata,423.71,Pending,TRK550574,,
SHIP213303,ORD349812,SND9370,RCV1828,Bangalore,Delhi,Amazon Logistics,Kolkata Hub,5.36,639.22,10,12,Returned,Pune,547.44,Failed,TRK890733,,
SHIP935755,ORD212223,SND3665,RCV9781,Chennai,Kolkata,DHL,Hyderabad Hub,13.53,52.96,6,6,Delayed,Mumbai,1090.56,Failed,TRK354825,,
SHIP903393,ORD953464,SND1637,RCV1632,Pune,Ahmedabad,DHL,Kolkata Hub,4.95,435.89,9,9,Delayed,Mumbai,434.32,Failed,TRK728939,,
SHIP277398,ORD906646,SND6388,RCV3587,Chennai,Mumbai,Amazon Logistics,Kolkata Hub,11.17,1172.29,8,11,In Transit,Chennai,1735.44,Failed,TRK831905,,
SHIP805516,ORD694267,SND6027,RCV2505,Hyderabad,Mumbai,DHL,Delhi Hub,15.1,157.59,10,9,Delivered,Mumbai,802.64,Pending,TRK508849,1.6,Late delivery
SHIP207130,ORD918762,SND8015,RCV7932,Bangalore,Kolkata,FedEx,Mumbai Hub,12.99,1970.01,7,8,Delivered,Kolkata,1052.97,Pending,TRK613520,2.7,Great experience
SHIP434545,ORD701398,SND2983,RCV9396,Delhi,Mumbai,UPS,Delhi Hub,15.06,1580.57,7,10,Delayed,Mumbai,1855.65,Pending,TRK530772,,
SHIP141128,ORD355650,SND3802,RCV8589,Ahmedabad,Delhi,DTDC,Chennai Hub,18.79,412.14,4,5,Returned,Mumbai,1081.62,Paid,TRK905627,,
SHIP429040,ORD208700,SND2715,RCV6990,Chennai,Bangalore,Amazon Logistics,Hyderabad Hub,3.44,173.27,9,9,Returned,Mumbai,1040.74,Paid,TRK861920,,
SHIP523342,ORD725833,SND3331,RCV3077,Hyderabad,Chennai,Amazon Logistics,Kolkata Hub,1.15,839.55,9,12,Out for Delivery,Mumbai,1238.31,Paid,TRK288090,,
SHIP844783,ORD977036,SND2037,RCV5370,Ahmedabad,Bangalore,DHL,Bangalore Hub,17.45,935.09,8,7,Returned,Ahmedabad,1788.61,Failed,TRK917219,,
SHIP376083,ORD574501,SND2785,RCV4434,Bangalore,Pune,Amazon Logistics,Delhi Hub,11.97,1618.3,1,3,Out for Delivery,Bangalore,232.04,Pending,TRK501515,,
SHIP404674,ORD555972,SND2842,RCV5822,Mumbai,Ahmedabad,UPS,Chennai Hub,10.02,1100.3,1,3,Lost,Bangalore,546.01,Pending,TRK735815,,
SHIP446549,ORD995743,SND5579,RCV1626,Hyderabad,Hyderabad,Amazon Logistics,Delhi Hub,17.73,1480.03,9,11,Delayed,Bangalore,641.97,Failed,TRK386898,,
SHIP918736,ORD110353,SND5826,RCV9321,Bangalore,Hyderabad,DHL,Hyderabad Hub,14.47,1276.7,10,12,Returned,Ahmedabad,1834.34,Failed,TRK521858,,
SHIP448499,ORD270180,SND4200,RCV5632,Mumbai,Hyderabad,DHL,Chennai Hub,12.99,1235.33,9,9,In Transit,Bangalore,901.35,Pending,TRK236348,,
SHIP595879,ORD512850,SND5786,RCV5981,Ahmedabad,Kolkata,DTDC,Chennai Hub,18.11,1631.35,5,5,Delayed,Kolkata,751.6,Pending,TRK627438,,
SHIP909387,ORD890517,SND2705,RCV4790,Bangalore,Hyderabad,FedEx,Chennai Hub,12.93,428.77,6,9,Delivered,Hyderabad,703.76,Failed,TRK713005,3.9,
SHIP990688,ORD816781,SND7098,RCV8346,Hyderabad,Kolkata,Amazon Logistics,Mumbai Hub,10.17,982.63,9,10,In Transit,Ahmedabad,1400.95,Pending,TRK617379,,
SHIP167524,ORD408688,SND1796,RCV1745,Chennai,Bangalore,DHL,Bangalore Hub,12.91,146.71,5,8,Returned,Bangalore,1678.21,Pending,TRK990420,,
SHIP558101,ORD722887,SND5499,RCV7865,Mumbai,Hyderabad,DTDC,Mumbai Hub,6.47,167.81,5,5,In Transit,Kolkata,1226.75,Paid,TRK669838,,
SHIP743003,ORD307939,SND8577,RCV4147,Chennai,Bangalore,FedEx,Chennai Hub,7.89,1685.95,2,0,Lost,Kolkata,1981.98,Failed,TRK243058,,
SHIP837814,ORD285529,SND8319,RCV6948,Delhi,Mumbai,Blue Dart,Mumbai Hub,13.61,1552.55,6,5,In Transit,Hyderabad,1471.14,Paid,TRK480567,,
SHIP996476,ORD398770,SND9540,RCV8265,Ahmedabad,Kolkata,DTDC,Hyderabad Hub,3.13,1243.99,9,11,Delivered,Kolkata,1623.26,Pending,TRK998886,4,Package damaged
SHIP569041,ORD489125,SND5198,RCV4056,Kolkata,Ahmedabad,DTDC,Bangalore Hub,5.17,679.3,4,6,Returned,Ahmedabad,1092.01,Failed,TRK351073,,
SHIP340800,ORD704789,SND7815,RCV2067,Pune,Mumbai,FedEx,Mumbai Hub,17.85,1410.84,3,3,Delivered,Mumbai,1930.75,Failed,TRK331112,4.2,Package damaged
SHIP548050,ORD204139,SND9601,RCV8918,Bangalore,Chennai,India Post,Mumbai Hub,9.86,1356.07,2,1,Lost,Bangalore,1298.36,Paid,TRK352613,,
SHIP816635,ORD360089,SND3282,RCV2561,Hyderabad,Hyderabad,DTDC,Mumbai Hub,0.74,891.56,6,7,Delivered,Hyderabad,1527.69,Failed,TRK134495,2.3,Fast delivery!
SHIP988440,ORD499069,SND1381,RCV8039,Mumbai,Pune,DTDC,Bangalore Hub,6.59,1458.17,8,6,Returned,Hyderabad,1178.73,Paid,TRK533333,,
SHIP135654,ORD116744,SND5454,RCV6626,Pune,Mumbai,UPS,Mumbai Hub,13.23,1912.62,6,8,Delivered,Mumbai,1626.86,Failed,TRK148760,2.5,Fast delivery!
SHIP533410,ORD773901,SND2978,RCV4527,Bangalore,Pune,India Post,Chennai Hub,5.43,414.51,3,4,In Transit,Delhi,468.13,Paid,TRK523042,,
SHIP798318,ORD284874,SND6311,RCV3262,Mumbai,Hyderabad,FedEx,Kolkata Hub,10.86,146.04,5,5,Out for Delivery,Bangalore,1344.54,Failed,TRK996224,,
SHIP639048,ORD456988,SND4337,RCV9162,Mumbai,Mumbai,Amazon Logistics,Chennai Hub,14.96,883.65,1,1,Delivered,Mumbai,1752.52,Pending,TRK113441,3.8,
SHIP163571,ORD247852,SND9009,RCV9215,Hyderabad,Delhi,FedEx,Bangalore Hub,19.62,708.06,1,2,Delivered,Delhi,1000.34,Paid,TRK271358,1.7,Package damaged
SHIP368566,ORD275940,SND8818,RCV9050,Kolkata,Delhi,FedEx,Hyderabad Hub,5.03,1153.9,5,7,Lost,Delhi,611.1,Pending,TRK687118,,
SHIP340554,ORD932025,SND8267,RCV2172,Kolkata,Mumbai,Blue Dart,Delhi Hub,15.04,1604.63,10,12,Delayed,Hyderabad,1809.93,Pending,TRK250089,,
SHIP227683,ORD638737,SND9408,RCV7548,Kolkata,Bangalore,UPS,Bangalore Hub,10.23,471.66,9,7,Returned,Bangalore,1284.18,Paid,TRK493162,,
SHIP490368,ORD594065,SND3138,RCV3516,Ahmedabad,Chennai,Amazon Logistics,Delhi Hub,4.83,171.57,2,5,Returned,Ahmedabad,1056.13,Failed,TRK343387,,
SHIP799231,ORD157463,SND9887,RCV6925,Hyderabad,Ahmedabad,DTDC,Chennai Hub,19.14,901.27,6,4,Delivered,Ahmedabad,386.66,Paid,TRK832566,1.5,On-time service
SHIP396572,ORD857916,SND1499,RCV9328,Delhi,Pune,DTDC,Bangalore Hub,12.4,357.81,5,7,In Transit,Delhi,681.87,Paid,TRK405663,,
SHIP175119,ORD184414,SND2368,RCV3899,Delhi,Delhi,DTDC,Hyderabad Hub,11.46,1349.01,8,8,In Transit,Kolkata,1021.37,Paid,TRK968429,,
SHIP157067,ORD158384,SND7514,RCV7936,Mumbai,Mumbai,UPS,Hyderabad Hub,3.03,963.69,8,11,Delayed,Hyderabad,750.73,Paid,TRK441476,,
SHIP705944,ORD287373,SND4418,RCV5050,Hyderabad,Mumbai,DTDC,Mumbai Hub,8.6,499.11,8,8,Lost,Chennai,83.51,Paid,TRK161179,,
SHIP907137,ORD756320,SND8482,RCV4340,Kolkata,Pune,UPS,Hyderabad Hub,1.97,991.11,10,11,Lost,Bangalore,68.94,Pending,TRK602237,,
SHIP100505,ORD319331,SND2946,RCV7484,Chennai,Kolkata,Blue Dart,Kolkata Hub,15.07,1779.36,6,7,Returned,Ahmedabad,938.67,Paid,TRK260164,,
SHIP599885,ORD219824,SND2933,RCV1251,Mumbai,Chennai,FedEx,Chennai Hub,6.82,919.6,6,8,Delivered,Chennai,893.12,Pending,TRK571097,3.8,
SHIP811251,ORD277911,SND9143,RCV9449,Chennai,Ahmedabad,DHL,Hyderabad Hub,11.58,1936.94,10,11,Lost,Chennai,1018.88,Pending,TRK366995,,
SHIP962270,ORD486226,SND3575,RCV4825,Hyderabad,Chennai,FedEx,Delhi Hub,17.03,1187.67,7,5,Returned,Mumbai,999.45,Paid,TRK297033,,
SHIP140291,ORD984929,SND1004,RCV8342,Mumbai,Chennai,DTDC,Kolkata Hub,18.84,596.92,8,7,Out for Delivery,Chennai,820.43,Pending,TRK587037,,
SHIP821822,ORD423117,SND6015,RCV5982,Delhi,Bangalore,FedEx,Bangalore Hub,17.39,1081.6,5,7,Delayed,Delhi,665.54,Pending,TRK397977,,
SHIP478133,ORD767753,SND8343,RCV1772,Delhi,Mumbai,UPS,Mumbai Hub,3.99,190.74,4,2,Out for Delivery,Kolkata,543.55,Failed,TRK733134,,
SHIP228205,ORD510992,SND1057,RCV4263,Delhi,Delhi,India Post,Delhi Hub,19.53,183.43,8,11,Out for Delivery,Hyderabad,902.04,Failed,TRK524576,,
SHIP225020,ORD776050,SND4176,RCV4478,Mumbai,Pune,FedEx,Chennai Hub,1.36,1131.31,7,10,Delayed,Ahmedabad,1093.28,Paid,TRK523701,,
SHIP377461,ORD483260,SND5348,RCV4369,Pune,Pune,UPS,Bangalore Hub,7.79,1421.74,4,2,Out for Delivery,Ahmedabad,1430.29,Pending,TRK472425,,
SHIP332623,ORD563262,SND8933,RCV9223,Pune,Mumbai,Amazon Logistics,Hyderabad Hub,6.86,1428.54,7,7,Returned,Kolkata,1607.35,Paid,TRK793684,,
SHIP889229,ORD734846,SND4478,RCV1330,Hyderabad,Pune,UPS,Kolkata Hub,4.29,780.56,7,6,Delivered,Pune,1099.17,Pending,TRK444461,4.2,Fast delivery!
SHIP858851,ORD172144,SND5711,RCV5065,Delhi,Ahmedabad,UPS,Kolkata Hub,6.76,1359.09,1,-1,Lost,Mumbai,495.62,Pending,TRK521142,,
SHIP650045,ORD698724,SND7363,RCV9413,Ahmedabad,Chennai,DHL,Kolkata Hub,7.48,672.64,5,7,Delayed,Pune,321.91,Failed,TRK615725,,
SHIP383390,ORD497670,SND2715,RCV8657,Kolkata,Bangalore,UPS,Delhi Hub,15.18,827.76,6,9,Returned,Kolkata,1278.94,Failed,TRK535414,,
SHIP224203,ORD331571,SND1356,RCV8125,Hyderabad,Hyderabad,FedEx,Mumbai Hub,18.55,675.77,7,10,In Transit,Delhi,1997.89,Pending,TRK825969,,
SHIP342909,ORD448931,SND7962,RCV5785,Bangalore,Hyderabad,DTDC,Chennai Hub,2.71,355.63,3,1,Out for Delivery,Pune,481.14,Failed,TRK930882,,
SHIP905632,ORD192188,SND5123,RCV3443,Mumbai,Chennai,DHL,Hyderabad Hub,1.61,910.47,7,6,Out for Delivery,Kolkata,638.75,Paid,TRK382584,,
SHIP935533,ORD931063,SND5270,RCV1497,Hyderabad,Kolkata,FedEx,Bangalore Hub,1.1,102.98,5,8,Out for Delivery,Ahmedabad,1490.47,Failed,TRK942101,,
SHIP843685,ORD185298,SND8485,RCV6640,Pune,Chennai,FedEx,Chennai Hub,4.49,1505.11,9,8,Out for Delivery,Bangalore,639.33,Pending,TRK106870,,
SHIP515239,ORD994064,SND1412,RCV2300,Delhi,Pune,DTDC,Chennai Hub,9.05,1415.76,1,3,Delivered,Pune,279.78,Pending,TRK614208,3.1,
SHIP858860,ORD194746,SND5001,RCV7422,Delhi,Mumbai,India Post,Mumbai Hub,16.6,1275.58,5,5,Out for Delivery,Mumbai,1222.61,Pending,TRK932699,,
SHIP103120,ORD350043,SND6892,RCV8777,Kolkata,Kolkata,UPS,Hyderabad Hub,9.03,724.23,6,9,In Transit,Kolkata,1100.26,Paid,TRK475318,,
SHIP799316,ORD980607,SND9572,RCV1271,Ahmedabad,Bangalore,UPS,Hyderabad Hub,8.31,1491.85,9,12,Out for Delivery,Bangalore,1081.14,Paid,TRK906174,,
SHIP511540,ORD134001,SND1557,RCV6888,Hyderabad,Mumbai,Amazon Logistics,Delhi Hub,1.9,906.09,6,9,Out for Delivery,Delhi,1809.51,Paid,TRK579474,,
SHIP654302,ORD399439,SND6535,RCV5012,Ahmedabad,Pune,India Post,Hyderabad Hub,19.56,1643.85,8,9,Delivered,Pune,1507.11,Paid,TRK598804,4.8,Package damaged
SHIP821429,ORD162223,SND6815,RCV8991,Kolkata,Chennai,India Post,Hyderabad Hub,18.11,1633.35,3,1,Lost,Mumbai,942.64,Paid,TRK656329,,
SHIP337219,ORD988728,SND3134,RCV3940,Delhi,Pune,DTDC,Kolkata Hub,19.95,926.59,6,7,Delayed,Ahmedabad,1507.53,Failed,TRK659923,,
SHIP584629,ORD398072,SND2042,RCV8447,Kolkata,Mumbai,DTDC,Hyderabad Hub,9.49,1570.48,1,4,Out for Delivery,Kolkata,1579.61,Paid,TRK430260,,
SHIP847524,ORD814993,SND2218,RCV2561,Mumbai,Pune,UPS,Bangalore Hub,2.54,1648.28,3,4,Lost,Pune,937.48,Pending,TRK897405,,
SHIP179202,ORD252962,SND9571,RCV5330,Hyderabad,Pune,FedEx,Kolkata Hub,7.66,1212.39,7,5,Delivered,Pune,1516.33,Paid,TRK884199,2.6,Late delivery
SHIP398651,ORD978761,SND2271,RCV7677,Chennai,Mumbai,India Post,Chennai Hub,1.01,1389.76,2,3,Delayed,Kolkata,1958.49,Failed,TRK570196,,
SHIP102273,ORD778257,SND3879,RCV4982,Kolkata,Ahmedabad,FedEx,Delhi Hub,8.58,254.02,10,9,Returned,Hyderabad,616.46,Failed,TRK190638,,
SHIP560675,ORD944533,SND3936,RCV3124,Hyderabad,Pune,DHL,Chennai Hub,9.65,1061.13,3,6,Delayed,Pune,1165.49,Paid,TRK207844,,
SHIP419651,ORD211765,SND7237,RCV5909,Bangalore,Bangalore,DHL,Bangalore Hub,15.21,650.19,9,9,Delayed,Hyderabad,1029.42,Failed,TRK463341,,
SHIP156505,ORD610185,SND7363,RCV2592,Mumbai,Hyderabad,Amazon Logistics,Chennai Hub,10.97,325.36,9,8,Delivered,Hyderabad,1037.57,Failed,TRK523848,2.9,Late delivery
SHIP803638,ORD246146,SND9610,RCV7051,Pune,Bangalore,Amazon Logistics,Delhi Hub,18.12,542.24,4,3,Delivered,Bangalore,851.91,Pending,TRK181734,2.1,Great experience
SHIP168954,ORD773367,SND8590,RCV8115,Ahmedabad,Hyderabad,Amazon Logistics,Chennai Hub,12.55,532.17,8,8,In Transit,Delhi,186.13,Pending,TRK960094,,
SHIP602728,ORD729838,SND5848,RCV9440,Hyderabad,Delhi,India Post,Bangalore Hub,8.57,686.65,3,2,Returned,Kolkata,1824.37,Paid,TRK395652,,
SHIP159097,ORD628538,SND1504,RCV2606,Hyderabad,Chennai,UPS,Mumbai Hub,18.79,1968.87,4,2,Returned,Hyderabad,1209.95,Paid,TRK764225,,
SHIP719188,ORD941323,SND2071,RCV8441,Hyderabad,Ahmedabad,Amazon Logistics,Kolkata Hub,4.91,1521.17,1,3,Out for Delivery,Delhi,1017.41,Failed,TRK866631,,
SHIP804336,ORD194999,SND3954,RCV8165,Bangalore,Chennai,FedEx,Kolkata Hub,15.69,1751.55,10,9,Delivered,Chennai,1030.44,Failed,TRK253763,1.1,On-time service
SHIP308548,ORD381610,SND7368,RCV9525,Chennai,Delhi,FedEx,Delhi Hub,7.18,1297.57,10,8,Out for Delivery,Mumbai,167.59,Failed,TRK722858,,
SHIP220313,ORD357203,SND5936,RCV7136,Bangalore,Mumbai,Blue Dart,Chennai Hub,6.3,1735.54,9,11,Delayed,Pune,56.91,Paid,TRK987040,,
SHIP328290,ORD708990,SND7202,RCV2413,Ahmedabad,Ahmedabad,UPS,Delhi Hub,10.72,223.91,6,4,Returned,Pune,351.81,Paid,TRK915653,,
SHIP971031,ORD135203,SND9048,RCV2287,Mumbai,Bangalore,Amazon Logistics,Chennai Hub,6.28,592.49,10,9,Delayed,Ahmedabad,1362.86,Pending,TRK937029,,
SHIP881462,ORD617047,SND4380,RCV9352,Pune,Mumbai,India Post,Kolkata Hub,19.22,1790.37,2,0,Out for Delivery,Delhi,300.47,Paid,TRK486910,,
SHIP748522,ORD386320,SND7728,RCV4249,Chennai,Ahmedabad,India Post,Hyderabad Hub,18.87,1807.25,7,10,Delayed,Ahmedabad,1077.79,Failed,TRK187810,,
SHIP521564,ORD196763,SND3308,RCV6647,Kolkata,Mumbai,FedEx,Chennai Hub,5.98,151.13,10,13,In Transit,Hyderabad,504.1,Failed,TRK216871,,
SHIP273967,ORD813371,SND9342,RCV3349,Hyderabad,Pune,UPS,Delhi Hub,15.98,1132.74,3,5,In Transit,Kolkata,1311.34,Paid,TRK995693,,
SHIP825301,ORD448064,SND2297,RCV8415,Pune,Delhi,DTDC,Delhi Hub,4.19,1694,9,7,Returned,Delhi,763.37,Failed,TRK852864,,
SHIP723006,ORD754188,SND2717,RCV6169,Bangalore,Bangalore,Amazon Logistics,Mumbai Hub,14.23,1524.69,4,5,Lost,Mumbai,1673.11,Pending,TRK156264,,
SHIP587879,ORD991597,SND7122,RCV4510,Hyderabad,Mumbai,India Post,Mumbai Hub,12.55,104.22,5,7,Delivered,Mumbai,1566.89,Paid,TRK247157,3.2,Package damaged
SHIP411196,ORD103451,SND4786,RCV8917,Pune,Hyderabad,India Post,Chennai Hub,7.95,189.8,8,11,Delivered,Hyderabad,874.28,Failed,TRK187261,4.4,Fast delivery!
SHIP212907,ORD620808,SND3003,RCV7172,Mumbai,Kolkata,FedEx,Mumbai Hub,8.26,1178.44,2,5,Lost,Bangalore,608.07,Failed,TRK271144,,
SHIP936882,ORD827055,SND6628,RCV4517,Bangalore,Delhi,FedEx,Hyderabad Hub,9.55,361.44,2,5,Returned,Kolkata,1559.26,Failed,TRK447450,,
SHIP994257,ORD227139,SND1687,RCV6415,Bangalore,Mumbai,DTDC,Mumbai Hub,3.68,902.58,9,9,Lost,Bangalore,1136.34,Paid,TRK786757,,
SHIP313414,ORD201169,SND8377,RCV7428,Pune,Kolkata,FedEx,Kolkata Hub,18.8,1278,6,9,Out for Delivery,Bangalore,848.82,Paid,TRK630869,,
SHIP616809,ORD234450,SND6509,RCV4080,Kolkata,Pune,Blue Dart,Bangalore Hub,0.51,367.04,2,5,Returned,Kolkata,583.2,Failed,TRK835463,,
SHIP176128,ORD562870,SND8400,RCV8948,Chennai,Hyderabad,Amazon Logistics,Delhi Hub,13.39,1347.8,6,9,Delivered,Hyderabad,876.34,Pending,TRK685461,1.7,Package damaged
SHIP849866,ORD478011,SND7351,RCV5534,Kolkata,Delhi,FedEx,Chennai Hub,19.69,1070.49,1,0,Returned,Mumbai,1706.61,Pending,TRK270564,,
SHIP666511,ORD755973,SND4933,RCV6113,Mumbai,Mumbai,UPS,Mumbai Hub,5.21,432.25,9,9,In Transit,Hyderabad,1145.1,Pending,TRK589779,,
SHIP570071,ORD605928,SND3664,RCV9629,Hyderabad,Ahmedabad,UPS,Delhi Hub,4.63,5.92,9,11,Lost,Chennai,1867.61,Pending,TRK665923,,
SHIP638103,ORD910146,SND3880,RCV4731,Hyderabad,Pune,DHL,Kolkata Hub,15.25,1252.09,5,3,Out for Delivery,Kolkata,166.93,Pending,TRK302925,,
SHIP366415,ORD227607,SND2530,RCV3428,Bangalore,Kolkata,FedEx,Mumbai Hub,9.72,1105.52,6,9,Delayed,Kolkata,931.51,Failed,TRK498197,,
SHIP593919,ORD907220,SND9743,RCV2968,Ahmedabad,Hyderabad,Blue Dart,Kolkata Hub,4.31,1597.91,8,6,Delayed,Kolkata,1449.15,Paid,TRK239320,,
SHIP572692,ORD188929,SND8453,RCV5055,Kolkata,Ahmedabad,India Post,Mumbai Hub,4.12,1821.16,9,11,Out for Delivery,Pune,245.71,Paid,TRK828979,,
SHIP955547,ORD511982,SND1824,RCV5893,Kolkata,Pune,India Post,Chennai Hub,9.94,465.86,3,1,Delivered,Pune,760.13,Pending,TRK690196,3.8,Late delivery
SHIP949469,ORD842901,SND2121,RCV3753,Kolkata,Ahmedabad,Blue Dart,Kolkata Hub,11.41,871.96,6,6,Lost,Bangalore,1973.94,Paid,TRK584902,,
SHIP830343,ORD443256,SND4665,RCV2864,Delhi,Mumbai,Amazon Logistics,Kolkata Hub,2.34,825.03,1,0,In Transit,Pune,418.09,Failed,TRK644017,,
SHIP469211,ORD214858,SND9920,RCV5137,Kolkata,Hyderabad,DHL,Bangalore Hub,6.33,248.19,10,8,Lost,Mumbai,241.72,Pending,TRK622625,,
SHIP307547,ORD884393,SND4645,RCV4456,Mumbai,Mumbai,Blue Dart,Mumbai Hub,0.81,460.97,7,9,Returned,Mumbai,931.18,Paid,TRK360213,,
SHIP842168,ORD110870,SND8265,RCV7772,Mumbai,Bangalore,DHL,Hyderabad Hub,19.85,680.23,10,8,Lost,Bangalore,524.86,Pending,TRK342352,,
SHIP896788,ORD379484,SND3205,RCV7398,Bangalore,Mumbai,DHL,Chennai Hub,5.9,862.94,10,12,Lost,Kolkata,1162.49,Pending,TRK949507,,
SHIP405459,ORD712599,SND6814,RCV5406,Bangalore,Chennai,FedEx,Delhi Hub,18.21,988.37,8,10,Returned,Hyderabad,667.91,Paid,TRK616440,,
SHIP984227,ORD144270,SND9584,RCV8591,Delhi,Pune,FedEx,Kolkata Hub,15.36,1290.5,2,4,Out for Delivery,Kolkata,1567.73,Pending,TRK220685,,
